  -0.10156,  -0.14844,   0.03125,   0.02344,  -0.15625,   0.10156,  -0.19531,   0.00781,   0.29688,   0.02344,  -0.23438,   0.20312,  -0.13281,   0.14844,   0.28125,  -0.10938,   0.04688,  -0.11719,   0.00000,   0.17969,  -0.10938,  -0.04688,  -0.02344,  -0.00781,   0.32031,   0.10938,  -0.15625,  -0.21094,   0.05469,   0.14062,   0.04688,  -0.07812,  -0.14062,  -0.21094,   0.04688,   0.21094,  -0.26562,   0.12500,  -0.05469,  -0.00781,   0.10938,   0.14844,   0.01562,   0.19531,  -0.11719,   0.01562,  -0.18750,  -0.08594
  -0.28125,  -0.22656,   0.24219,  -0.25781,   0.21875,   0.27344,   0.00781,  -0.17969,  -0.39844,   0.51562,  -0.05469,   0.02344,  -0.06250,  -0.23438,  -0.21875,  -0.01562,  -0.00781,  -0.28125,   0.03125,   0.15625,  -0.07812,   0.07031,   0.04688,   0.11719,   0.13281,   0.19531,   0.46875,   0.09375,  -0.08594,   0.07031,  -0.03125,  -0.26562,   0.00781,  -0.25781,  -0.13281,  -0.02344,   0.14062,   0.06250,   0.07812,  -0.19531,  -0.22656,   0.09375,   0.03906,  -0.01562,   0.11719,   0.03125,  -0.04688,  -0.04688
   0.06250,   0.22656,  -0.01562,   0.13281,  -0.41406,   0.25000,   0.16406,  -0.09375,   0.35156,   0.04688,   0.10156,   0.18750,  -0.35156,   0.16406,   0.26562,   0.13281,  -0.07031,   0.25781,  -0.03125,  -0.24219,  -0.07812,  -0.14062,   0.05469,  -0.01562,  -0.09375,  -0.10938,  -0.14844,  -0.03125,  -0.17188,   0.25781,  -0.04688,  -0.39844,  -0.05469,  -0.14062,   0.46875,  -0.20312,   0.02344,  -0.02344,  -0.50781,   0.01562,   0.20312,  -0.38281,   0.09375,   0.13281,  -0.09375,   0.11719,  -0.25000,   0.42188
  -0.27344,  -0.03906,   0.05469,   0.03125,  -0.23438,   0.10156,   0.02344,   0.06250,   0.09375,   0.03906,  -0.08594,  -0.03125,   0.12500,   0.09375,  -0.13281,  -0.28125,   0.07812,  -0.11719,   0.02344,  -0.08594,   0.00781,   0.31250,  -0.00781,  -0.12500,  -0.21875,  -0.42188,  -0.03906,   0.03906,  -0.10156,   0.19531,  -0.03906,   0.04688,   0.07812,  -0.02344,  -0.21875,  -0.03125,  -0.13281,   0.11719,  -0.03125,  -0.09375,  -0.05469,   0.24219,  -0.17969,   0.01562,   0.07031,   0.10938,  -0.07812,  -0.12500
  -0.01562,   0.08594,  -0.12500,   0.04688,   0.16406,   0.03125,  -0.00781,  -0.01562,  -0.11719,  -0.03906,   0.04688,   0.09375,   0.02344,  -0.07031,  -0.07812,   0.14062,  -0.03125,  -0.16406,  -0.01562,   0.07812,  -0.10938,   0.17188,  -0.03125,   0.00781,   0.23438,  -0.03906,  -0.24219,  -0.26562,  -0.22656,   0.06250,   0.01562,  -0.14062,  -0.01562,  -0.00000,   0.14062,  -0.11719,  -0.18750,   0.06250,  -0.21094,  -0.30469,   0.00781,  -0.24219,  -0.01562,   0.00781,   0.33594,  -0.07812,  -0.03125,   0.03125
  -0.05469,  -0.08594,  -0.07031,  -0.24219,   0.02344,   0.09375,  -0.00781,   0.03125,   0.08594,   0.20312,   0.16406,  -0.05469,   0.10938,  -0.25781,  -0.16406,  -0.05469,  -0.02344,   0.03125,   0.00000,  -0.00781,  -0.05469,  -0.00000,  -0.04688,   0.08594,   0.07031,   0.33594,  -0.10156,   0.01562,   0.12500,  -0.04688,  -0.04688,   0.05469,  -0.12500,   0.00781,   0.02344,  -0.17188,   0.25781,   0.03906,  -0.15625,  -0.23438,   0.00781,  -0.26562,   0.02344,  -0.07031,  -0.12500,  -0.04688,  -0.07031,  -0.30469
   0.36719,  -0.18750,  -0.19531,  -0.01562,   0.25781,   0.22656,   0.06250,  -0.13281,  -0.11719,   0.04688,  -0.13281,   0.22656,  -0.18750,  -0.02344,   0.08594,   0.06250,  -0.03125,   0.28906,  -0.00000,   0.53906,   0.17188,  -0.26562,   0.07031,  -0.00781,   0.13281,   0.33594,  -0.03906,  -0.32812,  -0.01562,  -0.14062,   0.00781,  -0.17188,  -0.04688,  -0.02344,  -0.30469,   0.00781,  -0.12500,  -0.07812,   0.04688,   0.06250,   0.39062,   0.08594,   0.03906,   0.31250,  -0.14062,  -0.15625,  -0.10938,  -0.22656
   0.14844,  -0.28906,  -0.00781,  -0.10156,   0.14844,  -0.06250,  -0.03906,  -0.21875,   0.07031,  -0.04688,  -0.04688,  -0.16406,   0.09375,   0.07031,  -0.00781,   0.18750,   0.00781,   0.00000,   0.02344,  -0.10938,   0.32812,  -0.11719,  -0.01562,   0.00781,   0.03125,  -0.05469,  -0.05469,  -0.03125,  -0.03125,   0.19531,  -0.01562,  -0.05469,  -0.17188,   0.04688,  -0.04688,   0.25781,   0.05469,   0.09375,  -0.28906,   0.25781,  -0.04688,  -0.14062,  -0.17188,  -0.17188,  -0.02344,   0.07812,   0.25781,  -0.20312
  -0.15625,  -0.25781,   0.13281,   0.13281,  -0.27344,  -0.07031,   0.34375,   0.14062,   0.03125,   0.06250,  -0.33594,  -0.15625,  -0.12500,   0.10156,   0.12500,  -0.05469,   0.05469,  -0.21094,  -0.00781,  -0.07812,   0.21094,   0.21875,  -0.00781,   0.02344,  -0.21875,   0.10156,   0.03906,  -0.03906,   0.02344,  -0.10156,   0.00781,   0.04688,   0.32031,   0.17188,   0.21094,  -0.15625,  -0.25000,  -0.10938,  -0.17188,   0.23438,   0.09375,  -0.17969,   0.02344,  -0.11719,  -0.08594,  -0.07031,   0.02344,  -0.08594
  -0.14062,   0.17188,   0.23438,   0.04688,  -0.05469,   0.27344,  -0.00781,   0.17969,  -0.33594,   0.30469,   0.57812,   0.01562,  -0.12500,   0.09375,  -0.18750,  -0.02344,   0.07812,  -0.07812,   0.03906,  -0.05469,   0.25781,   0.11719,  -0.01562,  -0.01562,  -0.38281,  -0.07812,   0.21875,   0.00781,  -0.28906,  -0.07812,  -0.07031,   0.03125,   0.06250,   0.51562,  -0.00781,  -0.10156,  -0.26562,   0.10156,  -0.07812,  -0.30469,   0.12500,  -0.20312,  -0.31250,   0.33594,   0.07812,   0.08594,   0.14844,   0.02344
  -0.14844,  -0.14062,   0.17969,  -0.01562,  -0.28906,   0.16406,  -0.16406,   0.08594,  -0.11719,  -0.10156,  -0.16406,   0.29688,   0.10938,   0.14844,   0.05469,  -0.10156,   0.01562,  -0.15625,   0.02344,  -0.03125,  -0.16406,   0.08594,   0.00781,   0.03125,  -0.03125,  -0.09375,   0.21875,   0.00000,  -0.24219,  -0.18750,  -0.01562,  -0.01562,   0.03125,   0.22656,   0.03125,  -0.03125,   0.01562,   0.34375,   0.18750,  -0.50781,   0.41406,  -0.29688,   0.13281,  -0.03125,  -0.14844,   0.17188,   0.25000,   0.01562
  -0.00000,  -0.21875,  -0.10938,   0.02344,  -0.08594,  -0.16406,  -0.13281,   0.07812,   0.24219,  -0.21875,   0.07031,  -0.26562,   0.02344,   0.21094,  -0.10938,  -0.07031,   0.05469,   0.10156,   0.03906,  -0.00781,  -0.18750,   0.57812,  -0.03906,  -0.02344,   0.19531,  -0.13281,  -0.10938,   0.05469,  -0.07812,   0.17969,  -0.01562,   0.04688,  -0.09375,   0.28125,   0.19531,   0.06250,   0.03906,  -0.10938,  -0.01562,  -0.09375,  -0.17188,   0.28125,   0.10938,  -0.08594,   0.06250,  -0.22656,  -0.17188,  -0.28125
  -0.21875,  -0.12500,   0.07031,  -0.25000,  -0.19531,  -0.12500,  -0.13281,   0.08594,  -0.04688,   0.53906,  -0.08594,  -0.07812,  -0.03906,  -0.03906,  -0.10938,   0.32031,   0.00000,   0.14062,   0.04688,   0.21094,  -0.09375,   0.03125,   0.02344,  -0.03906,   0.13281,   0.15625,  -0.13281,  -0.06250,  -0.05469,   0.04688,   0.03125,   0.05469,  -0.28906,  -0.03125,  -0.09375,   0.06250,  -0.13281,  -0.09375,  -0.06250,  -0.11719,   0.05469,  -0.13281,  -0.21094,  -0.13281,  -0.07031,  -0.04688,   0.31250,  -0.10156
   0.02344,  -0.09375,  -0.19531,  -0.10938,  -0.19531,  -0.27344,  -0.10938,   0.10156,  -0.14844,   0.12500,  -0.17188,   0.07031,   0.07812,  -0.05469,  -0.07812,  -0.00781,  -0.03125,  -0.17969,   0.02344,   0.03906,   0.17969,  -0.08594,  -0.00781,   0.10156,   0.12500,  -0.07031,   0.18750,  -0.01562,  -0.02344,  -0.07031,  -0.03906,  -0.26562,  -0.06250,   0.16406,   0.06250,  -0.09375,   0.00781,  -0.28125,  -0.03906,   0.05469,   0.17188,  -0.09375,   0.28906,   0.17969,  -0.07812,   0.10938,   0.13281,  -0.07812
  -0.14844,   0.19531,   0.02344,  -0.10938,  -0.20312,  -0.02344,  -0.09375,  -0.15625,   0.06250,  -0.17188,  -0.15625,   0.17969,  -0.29688,   0.24219,   0.02344,  -0.18750,   0.03125,   0.07812,   0.02344,  -0.07031,   0.07031,   0.26562,   0.04688,  -0.03125,  -0.25781,   0.07031,   0.00781,   0.29688,  -0.14062,  -0.14844,   0.01562,  -0.15625,   0.16406,  -0.02344,   0.01562,  -0.07031,   0.24219,   0.05469,  -0.25000,  -0.20312,   0.21094,  -0.04688,  -0.14844,  -0.21094,  -0.18750,  -0.06250,  -0.08594,   0.35938
   0.03906,   0.13281,   0.10938,   0.07812,   0.03125,   0.09375,  -0.21094,  -0.03906,   0.15625,   0.18750,   0.03125,  -0.16406,  -0.07812,   0.07031,   0.14844,  -0.14844,  -0.00781,   0.08594,  -0.07812,  -0.37500,   0.22656,  -0.07812,  -0.05469,   0.03125,  -0.14844,  -0.00781,   0.03906,   0.28125,  -0.00000,   0.38281,   0.03125,   0.17969,  -0.00781,  -0.40625,   0.15625,  -0.23438,  -0.14844,   0.21875,  -0.15625,   0.23438,  -0.00781,   0.25000,  -0.14062,   0.03125,   0.14844,   0.21094,  -0.20312,  -0.08594
  -0.32812,  -0.10938,  -0.09375,  -0.03906,  -0.25781,  -0.14844,   0.14062,  -0.17188,   0.03906,  -0.10938,  -0.23438,  -0.06250,   0.07031,  -0.10938,   0.09375,   0.18750,  -0.02344,   0.10938,  -0.03125,  -0.12500,  -0.07812,  -0.21875,  -0.05469,   0.03125,   0.06250,   0.14062,   0.01562,  -0.15625,   0.07031,   0.07812,   0.02344,   0.00000,   0.20312,  -0.20312,  -0.00781,   0.04688,  -0.05469,  -0.14844,  -0.19531,  -0.09375,   0.00781,   0.26562,  -0.03906,   0.10156,   0.16406,   0.01562,  -0.25000,   0.01562
  -0.06250,  -0.04688,   0.00000,  -0.03906,  -0.03125,   0.10938,  -0.07031,   0.02344,   0.07812,  -0.21875,  -0.20312,   0.00000,   0.01562,   0.09375,  -0.11719,  -0.14062,  -0.03125,  -0.03906,   0.05469,  -0.10938,   0.18750,  -0.20312,   0.01562,  -0.01562,  -0.17188,  -0.05469,   0.09375,  -0.08594,   0.11719,  -0.08594,   0.00000,  -0.09375,  -0.03906,  -0.04688,  -0.25000,   0.17188,  -0.17188,   0.19531,  -0.11719,  -0.15625,   0.01562,  -0.28906,   0.07031,  -0.02344,   0.30469,   0.02344,   0.10156,   0.10156
   0.09375,   0.15625,   0.02344,  -0.32031,  -0.09375,  -0.12500,  -0.14062,  -0.20312,   0.25781,  -0.44531,  -0.15625,  -0.08594,  -0.13281,  -0.25781,   0.02344,  -0.27344,  -0.09375,  -0.10938,   0.03906,   0.14844,  -0.08594,   0.10156,  -0.03906,   0.07031,  -0.28125,   0.08594,   0.09375,  -0.06250,  -0.05469,  -0.12500,  -0.10938,   0.01562,  -0.23438,  -0.25781,   0.02344,  -0.09375,   0.37500,  -0.14062,  -0.21094,  -0.05469,   0.06250,   0.28906,   0.05469,  -0.26562,  -0.14062,  -0.31250,   0.09375,   0.03125
   0.02344,  -0.03125,   0.05469,  -0.02344,   0.03906,   0.03125,   0.10156,   0.00781,   0.02344,  -0.02344,   0.02344,   0.05469,  -0.00781,   0.08594,   0.00781,  -0.04688,   0.11719,  -0.03906,  -0.09375,   0.03906,   0.01562,   0.00781,  -0.00781,  -0.01562,  -0.02344,  -0.03125,   0.05469,   0.02344,  -0.02344,  -0.02344,  -0.02344,   0.01562,   0.03906,  -0.02344,  -0.00000,   0.03906,   0.00000,  -0.07812,   0.00000,   0.02344,  -0.07031,  -0.07031,   0.02344,  -0.02344,   0.00781,   0.04688,  -0.06250,  -0.01562
  -0.00781,  -0.04688,  -0.13281,   0.40625,  -0.01562,  -0.10938,  -0.24219,  -0.03906,  -0.26562,  -0.42188,  -0.04688,   0.32031,  -0.03125,   0.15625,  -0.06250,  -0.22656,   0.06250,   0.18750,  -0.06250,   0.06250,   0.31250,   0.08594,   0.07031,   0.03906,  -0.31250,   0.06250,  -0.08594,   0.28125,   0.25000,   0.03125,   0.03125,  -0.14062,  -0.23438,  -0.06250,  -0.03125,  -0.11719,  -0.06250,   0.01562,   0.35938,  -0.22656,   0.01562,  -0.02344,  -0.00781,  -0.15625,  -0.07031,  -0.01562,  -0.09375,  -0.00000
   0.23438,   0.01562,   0.22656,   0.07812,  -0.15625,   0.06250,   0.10938,   0.07031,   0.34375,  -0.02344,  -0.31250,   0.05469,  -0.03906,   0.11719,  -0.25781,  -0.03906,   0.02344,   0.08594,   0.01562,   0.04688,  -0.28125,  -0.13281,   0.01562,  -0.00781,   0.04688,   0.26562,  -0.01562,   0.20312,  -0.17188,  -0.06250,  -0.03906,  -0.08594,   0.14844,   0.01562,   0.08594,   0.14062,  -0.30469,  -0.18750,  -0.28906,  -0.21094,   0.25781,  -0.38281,   0.10156,  -0.07812,  -0.20312,  -0.19531,  -0.23438,  -0.18750
  -0.03906,  -0.18750,   0.03125,   0.08594,  -0.06250,   0.11719,  -0.14844,  -0.00781,  -0.12500,  -0.10938,  -0.21875,  -0.02344,   0.05469,  -0.24219,   0.16406,  -0.22656,   0.09375,  -0.01562,  -0.05469,  -0.07812,   0.01562,   0.14062,  -0.03906,   0.07031,   0.16406,   0.07031,   0.21094,  -0.04688,   0.03906,  -0.14062,   0.05469,  -0.07031,  -0.10938,   0.20312,  -0.10156,  -0.01562,   0.09375,   0.14844,   0.09375,  -0.19531,   0.00781,  -0.17188,   0.06250,   0.00000,   0.05469,  -0.14844,   0.17969,  -0.12500
  -0.10938,  -0.46875,  -0.11719,  -0.14062,  -0.04688,   0.02344,   0.14844,   0.03125,  -0.22656,   0.20312,   0.03125,   0.21875,  -0.21094,   0.21094,  -0.00781,  -0.28125,  -0.02344,  -0.16406,  -0.00000,  -0.33594,   0.01562,  -0.28125,  -0.01562,   0.09375,  -0.19531,  -0.00000,   0.16406,   0.06250,   0.15625,  -0.13281,   0.05469,   0.23438,   0.28125,   0.17969,   0.19531,   0.11719,   0.25781,   0.25000,   0.03906,   0.00000,   0.05469,  -0.03125,  -0.00000,  -0.00781,  -0.13281,   0.15625,   0.10156,  -0.18750
  -0.03125,   0.05469,   0.05469,  -0.01562,   0.04688,   0.01562,  -0.03125,   0.01562,  -0.01562,  -0.02344,  -0.00781,   0.00000,   0.03906,  -0.05469,   0.03125,   0.01562,   0.04688,  -0.03906,  -0.02344,   0.00781,   0.06250,  -0.03906,  -0.03906,  -0.07031,   0.00781,   0.07031,   0.01562,   0.07031,  -0.00000,  -0.00781,   0.00000,  -0.03906,   0.06250,  -0.05469,  -0.03906,   0.04688,  -0.00781,   0.03906,   0.01562,  -0.05469,   0.05469,  -0.11719,   0.02344,   0.06250,  -0.02344,  -0.00000,   0.07031,  -0.00781
   0.07031,  -0.03125,   0.03125,   0.02344,   0.00781,   0.00781,  -0.03125,   0.03125,  -0.00000,   0.03125,   0.10938,  -0.03125,  -0.01562,   0.00000,  -0.00781,   0.03125,   0.03125,  -0.03125,  -0.03125,  -0.00781,  -0.08594,  -0.01562,   0.00781,   0.01562,   0.10156,   0.00781,  -0.00781,   0.04688,   0.03125,  -0.00781,   0.00781,  -0.04688,  -0.04688,  -0.09375,  -0.05469,  -0.02344,   0.05469,  -0.00781,  -0.03906,  -0.01562,   0.03125,  -0.02344,  -0.00781,   0.06250,  -0.07031,  -0.01562,   0.02344,  -0.05469
  -0.32812,  -0.06250,  -0.39062,  -0.12500,  -0.17969,  -0.24219,   0.42969,   0.12500,  -0.01562,  -0.22656,  -0.21094,   0.30469,  -0.06250,  -0.17188,   0.10156,   0.02344,   0.03125,   0.20312,   0.00000,   0.03906,   0.33594,   0.00781,  -0.00000,  -0.00781,   0.01562,   0.29688,  -0.34375,  -0.00000,  -0.00781,  -0.28906,  -0.04688,   0.20312,  -0.08594,   0.10938,  -0.02344,   0.03906,   0.08594,  -0.20312,  -0.18750,  -0.13281,  -0.07812,  -0.27344,   0.24219,  -0.07031,   0.17188,   0.00781,   0.17188,  -0.02344
  -0.04688,  -0.21094,  -0.13281,   0.05469,  -0.18750,   0.26562,  -0.03125,  -0.13281,   0.03906,  -0.21875,  -0.13281,   0.15625,  -0.18750,   0.26562,   0.16406,   0.21094,   0.00781,   0.10156,   0.00781,  -0.02344,  -0.03906,   0.09375,   0.05469,  -0.04688,  -0.15625,   0.27344,  -0.26562,  -0.00781,   0.07031,   0.32031,   0.02344,   0.00000,  -0.16406,  -0.19531,  -0.04688,   0.26562,  -0.03125,   0.15625,  -0.09375,   0.20312,   0.02344,   0.07812,   0.04688,   0.00781,  -0.07031,   0.23438,  -0.09375,  -0.01562
   0.30469,   0.17188,  -0.02344,  -0.14844,  -0.03906,  -0.03125,  -0.03906,   0.14844,   0.21094,  -0.14062,  -0.21875,   0.01562,  -0.00000,   0.16406,   0.19531,   0.07031,   0.03906,   0.09375,   0.01562,   0.00781,   0.13281,   0.03906,  -0.02344,   0.06250,  -0.02344,   0.07812,  -0.12500,   0.03125,  -0.20312,   0.00000,  -0.03125,  -0.11719,   0.00000,   0.10156,  -0.13281,   0.06250,  -0.14062,   0.21875,   0.01562,   0.00000,  -0.19531,  -0.33594,   0.00000,  -0.14062,   0.15625,  -0.03125,   0.13281,  -0.11719
